Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Metro Quadrado;Valor m2;Tipo Agregado
Casa de Condomínio;Barra da Tijuca;6;0;5;950;30000.0;1200.0;15000.0;902500;31.58;Casa
Apartamento;Engenho Novo;2;0;0;50;900.0;250.0;0.0;2500;18.0;Apartamento
Apartamento;Leblon;3;1;1;150;7000.0;2500.0;380.0;22500;46.67;Apartamento
Apartamento;Copacabana;2;0;0;90;2600.0;757.0;207.0;8100;28.89;Apartamento
Quitinete;Copacabana;1;0;0;35;1300.0;380.0;68.0;1225;37.14;Apartamento
Casa;Campo Grande;2;0;1;60;900.0;0.0;0.0;3600;15.0;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;68;2000.0;593.0;75.0;4624;29.41;Apartamento
Apartamento;Todos os Santos;2;0;0;70;1200.0;300.0;0.0;4900;17.14;Apartamento
Apartamento;Campo Grande;2;1;0;50;750.0;230.0;0.0;2500;15.0;Apartamento
Casa de Vila;Madureira;2;1;0;78;1000.0;0.0;0.0;6084;12.82;Apartamento
Apartamento;Botafogo;2;1;1;70;2800.0;705.0;1168.0;4900;40.0;Apartamento
Apartamento;Cosme Velho;2;1;1;86;2600.0;715.0;0.0;7396;30.23;Apartamento
Apartamento;Tijuca;2;0;0;52;1400.0;740.0;202.0;2704;26.92;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2300.0;950.0;256.0;7744;26.14;Apartamento
Quitinete;Flamengo;1;0;0;21;900.0;455.0;29.0;441;42.86;Apartamento
Apartamento;Urca;2;0;1;95;3900.0;300.0;95.0;9025;41.05;Apartamento
Apartamento;Lagoa;4;2;1;181;5800.0;3091.0;783.0;32761;32.04;Apartamento
Apartamento;Campo Grande;2;0;0;75;1000.0;270.0;0.0;5625;13.33;Apartamento
Apartamento;Leme;1;0;1;60;2300.0;600.0;51.0;3600;38.33;Apartamento
Apartamento;Lagoa;2;1;1;81;4350.0;689.0;237.0;6561;53.7;Apartamento
Apartamento;Lagoa;3;3;3;400;30000.0;5900.0;2900.0;160000;75.0;Apartamento
Apartamento;Copacabana;4;1;1;236;15000.0;2300.0;0.0;55696;63.56;Apartamento
Apartamento;Vila Valqueire;2;0;0;70;850.0;100.0;42.0;4900;12.14;Apartamento
Apartamento;Copacabana;1;0;0;50;1800.0;600.0;30.0;2500;36.0;Apartamento
Apartamento;Centro;2;0;0;90;2100.0;570.0;40.0;8100;23.33;Apartamento
Apartamento;Ipanema;4;2;2;220;15900.0;4168.0;0.0;48400;72.27;Apartamento
Apartamento;Tijuca;3;2;1;84;2350.0;950.0;890.0;7056;27.98;Apartamento
Apartamento;Barra da Tijuca;3;4;3;170;5500.0;1317.0;590.0;28900;32.35;Apartamento
Apartamento;São Conrado;3;3;2;340;12000.0;1800.0;300.0;115600;35.29;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;2;92;3000.0;1300.0;127.0;8464;32.61;Apartamento
Quitinete;Flamengo;1;0;0;42;1550.0;300.0;0.0;1764;36.9;Apartamento
Apartamento;Praça Seca;1;0;0;60;750.0;30.0;0.0;3600;12.5;Apartamento
Apartamento;Leblon;1;1;0;82;1900.0;1700.0;348.0;6724;23.17;Apartamento
Apartamento;Grajaú;2;0;0;60;1300.0;600.0;0.0;3600;21.67;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;160;1900.0;1038.0;158.0;25600;11.88;Apartamento
Apartamento;Barra da Tijuca;2;1;0;70;1150.0;650.0;86.0;4900;16.43;Apartamento
Apartamento;Copacabana;2;0;1;90;3400.0;1400.0;122.0;8100;37.78;Apartamento
Apartamento;Leblon;4;2;2;250;16000.0;4500.0;620.0;62500;64.0;Apartamento
Casa;Recreio dos Bandeirantes;3;4;3;360;12000.0;0.0;6072.0;129600;33.33;Casa
Apartamento;São Conrado;4;2;3;320;12000.0;3811.0;438.0;102400;37.5;Apartamento
Apartamento;Vila da Penha;2;0;0;60;1310.0;180.0;35.0;3600;21.83;Apartamento
Apartamento;Centro;2;0;0;76;1500.0;699.0;231.0;5776;19.74;Apartamento
Apartamento;Ipanema;3;1;1;140;6500.0;1800.0;506.0;19600;46.43;Apartamento
Apartamento;Leblon;2;0;0;60;3500.0;480.0;151125.0;3600;58.33;Apartamento
Apartamento;Barra da Tijuca;1;1;0;69;1300.0;1470.0;0.0;4761;18.84;Apartamento
Apartamento;Botafogo;1;1;0;63;2000.0;880.0;100.0;3969;31.75;Apartamento
Casa de Condomínio;Barra da Tijuca;6;4;4;1000;15000.0;2600.0;0.0;1000000;15.0;Casa
Apartamento;Freguesia (Jacarepaguá);5;3;2;261;2500.0;2045.0;444.0;68121;9.58;Apartamento
Apartamento;Barra da Tijuca;2;2;1;72;1450.0;975.0;167.0;5184;20.14;Apartamento
Casa de Condomínio;São Conrado;3;4;3;523;15000.0;3968.0;1013.0;273529;28.68;Casa
Apartamento;Leme;3;1;0;90;3600.0;900.0;350.0;8100;40.0;Apartamento
Casa;Recreio dos Bandeirantes;4;5;3;360;15000.0;0.0;5624.0;129600;41.67;Casa
Apartamento;Leblon;3;1;2;200;23000.0;3600.0;1500.0;40000;115.0;Apartamento
Apartamento;Ipanema;2;1;1;75;4800.0;865.0;118.0;5625;64.0;Apartamento
Casa de Vila;Bonsucesso;1;0;0;30;800.0;0.0;0.0;900;26.67;Apartamento
Apartamento;Copacabana;3;1;0;200;9500.0;1600.0;500.0;40000;47.5;Apartamento
Apartamento;Tijuca;1;0;0;40;1100.0;500.0;20.0;1600;27.5;Apartamento
Apartamento;Tijuca;2;1;0;90;1300.0;769.0;0.0;8100;14.44;Apartamento
Apartamento;Barra da Tijuca;4;3;2;225;7000.0;3200.0;8000.0;50625;31.11;Apartamento
Apartamento;Vila Isabel;2;1;1;50;900.0;870.0;47.0;2500;18.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;206;10000.0;2850.0;3584.0;42436;48.54;Apartamento
Apartamento;Barra da Tijuca;4;3;3;160;6700.0;2300.0;434.0;25600;41.88;Apartamento
Apartamento;Copacabana;3;0;1;130;4000.0;1400.0;190.0;16900;30.77;Apartamento
Casa de Condomínio;Itanhangá;4;0;2;400;10000.0;1400.0;1500.0;160000;25.0;Casa
Apartamento;Ipanema;3;1;1;180;7500.0;2930.0;0.0;32400;41.67;Apartamento
Apartamento;Quintino Bocaiúva;1;1;0;39;600.0;354.0;0.0;1521;15.38;Apartamento
Apartamento;Quintino Bocaiúva;2;0;0;60;1000.0;70.0;0.0;3600;16.67;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2400.0;1155.0;0.0;8100;26.67;Apartamento
Apartamento;Ipanema;3;1;1;250;20000.0;1000.0;895.0;62500;80.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;70;2000.0;1100.0;3200.0;4900;28.57;Apartamento
Apartamento;Méier;2;1;0;60;1000.0;580.0;150.0;3600;16.67;Apartamento
Apartamento;Irajá;2;0;0;50;750.0;213.0;0.0;2500;15.0;Apartamento
Quitinete;Botafogo;0;0;0;23;900.0;390.0;30.0;529;39.13;Apartamento
Apartamento;Lapa;0;0;0;30;900.0;280.0;22.0;900;30.0;Apartamento
Apartamento;Copacabana;3;0;0;130;2800.0;1250.0;315.0;16900;21.54;Apartamento
Apartamento;Flamengo;2;1;0;130;4600.0;640.0;0.0;16900;35.38;Apartamento
Casa;Jardim Botânico;4;3;0;531;18000.0;0.0;702.0;281961;33.9;Casa
Casa de Condomínio;Barra da Tijuca;6;4;4;622;10000.0;0.0;0.0;386884;16.08;Casa
Apartamento;Copacabana;1;1;0;45;2300.0;1100.0;0.0;2025;51.11;Apartamento
Apartamento;Copacabana;3;0;0;100;3200.0;860.0;0.0;10000;32.0;Apartamento
Apartamento;Leblon;2;0;1;70;5500.0;830.0;141.0;4900;78.57;Apartamento
Apartamento;Flamengo;3;0;0;121;2200.0;1249.0;0.0;14641;18.18;Apartamento
Casa de Condomínio;Taquara;3;3;1;280;5000.0;865.0;1100.0;78400;17.86;Casa
Apartamento;Barra da Tijuca;2;1;1;100;1800.0;528.0;191.0;10000;18.0;Apartamento
Apartamento;Laranjeiras;3;0;0;83;2300.0;886.0;131.0;6889;27.71;Apartamento
Casa;Glória;4;3;2;851;22000.0;0.0;980.0;724201;25.85;Casa
Casa;Vargem Pequena;3;1;3;138;2350.0;350.0;130.0;19044;17.03;Casa
Apartamento;Barra da Tijuca;3;4;2;270;8000.0;1450.0;550.0;72900;29.63;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2800.0;1309.0;0.0;8100;31.11;Apartamento
Apartamento;Curicica;3;1;1;82;1600.0;610.0;850.0;6724;19.51;Apartamento
Apartamento;Barra da Tijuca;3;2;1;117;4500.0;990.0;624.0;13689;38.46;Apartamento
Apartamento;Barra da Tijuca;2;2;2;69;2000.0;1275.0;1203.0;4761;28.99;Apartamento
Apartamento;Laranjeiras;2;1;0;75;1900.0;820.0;112.0;5625;25.33;Apartamento
Apartamento;Ipanema;4;5;4;390;30000.0;6607.0;0.0;152100;76.92;Apartamento
Casa;Campo Grande;1;0;0;50;500.0;0.0;0.0;2500;10.0;Casa
Apartamento;Leblon;4;2;1;184;10000.0;2100.0;700.0;33856;54.35;Apartamento
Apartamento;Leblon;3;1;0;90;4690.0;926.0;254.0;8100;52.11;Apartamento
Apartamento;Lins de Vasconcelos;1;1;0;62;900.0;500.0;0.0;3844;14.52;Apartamento
Casa de Condomínio;Maracanã;2;0;0;50;2200.0;70.0;20.0;2500;44.0;Casa
Apartamento;Campo Grande;2;1;0;60;700.0;360.0;0.0;3600;11.67;Apartamento
Apartamento;Flamengo;1;1;0;35;1000.0;490.0;0.0;1225;28.57;Apartamento
Apartamento;Copacabana;1;0;0;45;2000.0;610.0;0.0;2025;44.44;Apartamento
Apartamento;Vila Valqueire;3;1;1;107;1700.0;300.0;853.0;11449;15.89;Apartamento
Apartamento;Catete;2;0;0;69;1900.0;578.0;138.0;4761;27.54;Apartamento
Apartamento;Lagoa;2;1;1;80;3000.0;2600.0;0.0;6400;37.5;Apartamento
Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;400.0;28900;35.29;Apartamento
Apartamento;Leblon;3;0;1;155;7500.0;1550.0;530.0;24025;48.39;Apartamento
Apartamento;Laranjeiras;3;0;1;100;3100.0;920.0;0.0;10000;31.0;Apartamento
Apartamento;Ipanema;5;3;4;800;90000.0;9188.0;60230.0;640000;112.5;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);3;2;3;180;3500.0;600.0;0.0;32400;19.44;Casa
Apartamento;Leme;1;0;0;35;1900.0;500.0;350.0;1225;54.29;Apartamento
Apartamento;Tijuca;1;1;0;48;1200.0;650.0;21.0;2304;25.0;Apartamento
Apartamento;Ipanema;3;1;1;158;7000.0;1700.0;484.0;24964;44.3;Apartamento
Quitinete;Copacabana;1;0;0;20;1150.0;450.0;71.0;400;57.5;Apartamento
Apartamento;Botafogo;2;1;1;67;2400.0;930.0;150.0;4489;35.82;Apartamento
Apartamento;Ipanema;3;1;1;130;10000.0;1800.0;462.0;16900;76.92;Apartamento
Quitinete;Jacarepaguá;1;0;0;45;590.0;70.0;0.0;2025;13.11;Apartamento
Apartamento;Ipanema;2;1;1;200;23000.0;2500.0;800.0;40000;115.0;Apartamento
Apartamento;Leblon;1;1;0;59;2450.0;1707.0;313.0;3481;41.53;Apartamento
Apartamento;Vista Alegre;2;0;0;85;1100.0;150.0;0.0;7225;12.94;Apartamento
Apartamento;Cosme Velho;2;1;0;87;2200.0;720.0;170.0;7569;25.29;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;2700.0;890.0;2400.0;6084;34.62;Apartamento
Apartamento;Jacarepaguá;2;1;1;71;1400.0;766.0;63.0;5041;19.72;Apartamento
Apartamento;Ipanema;2;1;1;100;6000.0;4500.0;443.0;10000;60.0;Apartamento
Apartamento;Catete;2;1;0;84;3500.0;1376.0;214.0;7056;41.67;Apartamento
Apartamento;Cachambi;2;1;0;60;1200.0;300.0;0.0;3600;20.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;8;5;900;20000.0;2200.0;1177.0;810000;22.22;Casa
Apartamento;Copacabana;4;2;3;389;12400.0;4829.0;1153.0;151321;31.88;Apartamento
Apartamento;Botafogo;2;1;1;84;2500.0;1400.0;200.0;7056;29.76;Apartamento
Casa de Condomínio;Barra da Tijuca;4;5;4;900;20000.0;1500.0;0.0;810000;22.22;Casa
Apartamento;Barra da Tijuca;2;1;0;58;1250.0;676.0;0.0;3364;21.55;Apartamento
Apartamento;Flamengo;1;0;0;36;1000.0;495.0;55.0;1296;27.78;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;200;3950.0;1000.0;0.0;40000;19.75;Apartamento
Apartamento;Leblon;4;2;1;123;7000.0;1800.0;655.0;15129;56.91;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;91;2500.0;1650.0;250.0;8281;27.47;Apartamento
Quitinete;Centro;1;0;0;25;800.0;350.0;10.0;625;32.0;Apartamento
Apartamento;Ipanema;1;1;0;38;2300.0;630.0;102.0;1444;60.53;Apartamento
Casa de Vila;Tanque;3;1;1;240;2000.0;40.0;100.0;57600;8.33;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;105;2100.0;648.0;156.0;11025;20.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;140;2400.0;1600.0;4500.0;19600;17.14;Apartamento
Apartamento;Campo Grande;2;1;0;48;700.0;320.0;0.0;2304;14.58;Apartamento
Apartamento;Ipanema;4;2;2;250;9000.0;3700.0;1133.0;62500;36.0;Apartamento
Casa de Condomínio;Vargem Grande;3;3;1;180;2200.0;400.0;1.0;32400;12.22;Casa
Apartamento;Barra da Tijuca;4;3;1;260;9500.0;2800.0;0.0;67600;36.54;Apartamento
Apartamento;Copacabana;4;0;0;135;4200.0;880.0;0.0;18225;31.11;Apartamento
Apartamento;Ipanema;3;0;1;50;9500.0;3600.0;0.0;2500;190.0;Apartamento
Quitinete;Lapa;1;0;0;26;850.0;366.0;25.0;676;32.69;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;0;76;2000.0;1070.0;140.0;5776;26.32;Apartamento
Casa de Vila;Bento Ribeiro;1;1;0;50;900.0;0.0;0.0;2500;18.0;Apartamento
Apartamento;Oswaldo Cruz;3;0;0;65;1350.0;305.0;0.0;4225;20.77;Apartamento
Apartamento;Penha;2;1;1;56;1500.0;438.0;0.0;3136;26.79;Apartamento
Apartamento;Tijuca;3;1;0;115;2400.0;524.0;110.0;13225;20.87;Apartamento
Apartamento;Vila Isabel;1;0;0;45;1000.0;350.0;20.0;2025;22.22;Apartamento
Apartamento;Flamengo;3;1;2;155;6500.0;1300.0;576.0;24025;41.94;Apartamento
Apartamento;Barra da Tijuca;3;2;1;170;4700.0;1500.0;500.0;28900;27.65;Apartamento
Apartamento;Ipanema;2;1;0;63;4000.0;723.0;172.0;3969;63.49;Apartamento
Apartamento;Jardim Botânico;2;1;1;75;3900.0;1500.0;0.0;5625;52.0;Apartamento
Apartamento;Campo Grande;1;1;0;55;750.0;517.0;0.0;3025;13.64;Apartamento
Casa;Bonsucesso;6;2;1;180;4500.0;0.0;0.0;32400;25.0;Casa
Apartamento;Copacabana;3;1;0;90;4500.0;1300.0;395.0;8100;50.0;Apartamento
Casa;Campo Grande;2;1;2;90;1200.0;0.0;0.0;8100;13.33;Casa
Apartamento;Itanhangá;2;1;0;60;950.0;550.0;0.0;3600;15.83;Apartamento
Apartamento;Botafogo;3;1;0;105;2500.0;1084.0;207.0;11025;23.81;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;3000.0;2922.0;350.0;6084;38.46;Apartamento
Apartamento;Irajá;2;1;0;44;750.0;110.0;0.0;1936;17.05;Apartamento
Apartamento;Ipanema;3;1;1;160;6000.0;1700.0;591.0;25600;37.5;Apartamento
Apartamento;Copacabana;1;0;0;150;3000.0;1750.0;215.0;22500;20.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;170;5000.0;850.0;350.0;28900;29.41;Apartamento
Apartamento;Copacabana;4;3;2;430;15000.0;2835.0;1663.0;184900;34.88;Apartamento
Apartamento;Copacabana;3;1;1;120;3400.0;1900.0;200.0;14400;28.33;Apartamento
Apartamento;Ipanema;3;1;1;140;6500.0;1750.0;10.0;19600;46.43;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;3;3;320;7900.0;949.0;2560.0;102400;24.69;Casa
Casa de Vila;Olaria;2;0;0;51;1000.0;0.0;0.0;2601;19.61;Apartamento
Apartamento;Botafogo;2;1;1;80;4300.0;1379.0;187.0;6400;53.75;Apartamento
Apartamento;Tijuca;2;0;0;70;1800.0;939.0;63.0;4900;25.71;Apartamento
Apartamento;Ipanema;2;2;1;90;10300.0;4300.0;350.0;8100;114.44;Apartamento
Apartamento;Humaitá;3;1;1;97;3300.0;1500.0;170.0;9409;34.02;Apartamento
Apartamento;Flamengo;1;0;0;65;2900.0;622.0;130.0;4225;44.62;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;140;2900.0;570.0;0.0;19600;20.71;Apartamento
Apartamento;Barra da Tijuca;2;2;1;110;4500.0;1960.0;589.0;12100;40.91;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;69;1100.0;800.0;517.0;4761;15.94;Apartamento
Apartamento;Copacabana;2;0;0;71;2200.0;580.0;0.0;5041;30.99;Apartamento
Apartamento;Barra da Tijuca;3;1;1;85;2400.0;980.0;256.0;7225;28.24;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;78;1500.0;770.0;108.0;6084;19.23;Apartamento
Apartamento;Jacarepaguá;2;1;0;48;800.0;572.0;0.0;2304;16.67;Apartamento
Apartamento;Botafogo;1;1;0;65;2200.0;880.0;125.0;4225;33.85;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;74;1550.0;1034.0;80.0;5476;20.95;Apartamento
Apartamento;Flamengo;2;0;0;68;2500.0;870.0;102.0;4624;36.76;Apartamento
Apartamento;Ipanema;4;2;1;236;6800.0;2700.0;700.0;55696;28.81;Apartamento
Apartamento;Flamengo;5;2;1;300;5500.0;2721.0;709.0;90000;18.33;Apartamento
Apartamento;Taquara;1;1;0;83;1200.0;578.0;0.0;6889;14.46;Apartamento
Apartamento;Barra da Tijuca;4;2;1;20;4800.0;1500.0;0.0;400;240.0;Apartamento
Apartamento;Méier;3;1;1;85;1700.0;900.0;1350.0;7225;20.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;84;3400.0;656.0;307.0;7056;40.48;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;168;4000.0;1161.0;0.0;28224;23.81;Casa
Apartamento;Botafogo;2;0;1;85;3000.0;700.0;145.0;7225;35.29;Apartamento
Apartamento;Botafogo;1;1;1;58;2900.0;1275.0;126.0;3364;50.0;Apartamento
Apartamento;Camorim;3;1;1;65;1350.0;560.0;700.0;4225;20.77;Apartamento
Apartamento;Ipanema;2;0;0;100;2700.0;1580.0;180.0;10000;27.0;Apartamento
Apartamento;Andaraí;3;1;2;66;800.0;620.0;25.0;4356;12.12;Apartamento
Apartamento;Anil;3;1;0;65;850.0;430.0;0.0;4225;13.08;Apartamento
Apartamento;Barra da Tijuca;2;2;0;105;6000.0;2450.0;270.0;11025;57.14;Apartamento
Apartamento;Copacabana;1;0;0;44;1900.0;460.0;25.0;1936;43.18;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1690.0;620.0;155.0;8100;18.78;Apartamento
Apartamento;Copacabana;1;0;0;32;1200.0;430.0;29.0;1024;37.5;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;3000.0;1200.0;200.0;5625;40.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;3;190;3950.0;1290.0;300.0;36100;20.79;Apartamento
Casa;Campo Grande;2;0;1;54;1000.0;0.0;0.0;2916;18.52;Casa
Apartamento;Ipanema;3;1;1;107;6000.0;1260.0;328.0;11449;56.07;Apartamento
Apartamento;São Cristóvão;2;1;0;50;990.0;375.0;15.0;2500;19.8;Apartamento
Apartamento;Leblon;2;1;1;73;5500.0;1870.0;400.0;5329;75.34;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);3;2;3;180;3500.0;600.0;0.0;32400;19.44;Casa
Casa de Condomínio;Barra da Tijuca;3;3;1;325;6500.0;1172.0;575.0;105625;20.0;Casa
Apartamento;Leblon;1;0;1;50;2990.0;1725.0;259.0;2500;59.8;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;2;80;3500.0;1370.0;240.0;6400;43.75;Apartamento
Apartamento;Engenho Novo;2;1;0;92;900.0;660.0;93.0;8464;9.78;Apartamento
Apartamento;Flamengo;3;1;0;100;3300.0;700.0;147.0;10000;33.0;Apartamento
Apartamento;Ipanema;3;1;1;162;7000.0;1620.0;450.0;26244;43.21;Apartamento
Apartamento;Copacabana;1;0;0;31;1100.0;397.0;67.0;961;35.48;Apartamento
Apartamento;Copacabana;4;0;0;300;26000.0;1580.0;0.0;90000;86.67;Apartamento
Apartamento;Barra da Tijuca;4;3;2;225;7600.0;2651.0;720.0;50625;33.78;Apartamento
Apartamento;Jardim Botânico;3;2;1;145;4500.0;1575.0;0.0;21025;31.03;Apartamento
Apartamento;Barra da Tijuca;3;2;2;210;4200.0;2800.0;0.0;44100;20.0;Apartamento
Apartamento;Botafogo;3;2;1;104;3650.0;1870.0;254.0;10816;35.1;Apartamento
Apartamento;Barra da Tijuca;4;3;4;340;12000.0;3400.0;700.0;115600;35.29;Apartamento
Apartamento;Camorim;3;2;1;161;1500.0;900.0;2700.0;25921;9.32;Apartamento
Apartamento;Barra da Tijuca;4;3;4;392;25000.0;6700.0;25000.0;153664;63.78;Apartamento
Apartamento;Tijuca;3;0;1;85;1500.0;763.0;137.0;7225;17.65;Apartamento
Apartamento;Barra da Tijuca;4;3;4;200;8000.0;4300.0;0.0;40000;40.0;Apartamento
Apartamento;Leblon;4;3;2;250;10000.0;3300.0;800.0;62500;40.0;Apartamento
Casa de Vila;Taquara;1;0;0;60;1000.0;0.0;0.0;3600;16.67;Apartamento
Quitinete;Copacabana;1;0;0;42;5000.0;500.0;1300.0;1764;119.05;Apartamento
Apartamento;Taquara;3;1;3;82;1600.0;700.0;95.0;6724;19.51;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;57;1500.0;606.0;77.0;3249;26.32;Apartamento
Apartamento;Copacabana;3;0;0;100;3000.0;650.0;0.0;10000;30.0;Apartamento
Apartamento;Flamengo;1;1;0;44;1799.0;440.0;20.0;1936;40.89;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;69;2300.0;550.0;1400.0;4761;33.33;Apartamento
Apartamento;Copacabana;1;0;0;35;1600.0;500.0;0.0;1225;45.71;Apartamento
Quitinete;Copacabana;1;0;0;39;1300.0;650.0;76.0;1521;33.33;Apartamento
Casa de Condomínio;Barra da Tijuca;5;6;4;600;11000.0;1680.0;1700.0;360000;18.33;Casa
Apartamento;Botafogo;3;2;1;105;5000.0;1800.0;2570.0;11025;47.62;Apartamento
Apartamento;Ipanema;3;1;1;145;8000.0;1550.0;438.0;21025;55.17;Apartamento
Apartamento;Flamengo;2;0;0;86;2500.0;634.0;143.0;7396;29.07;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;75;1190.0;570.0;50.0;5625;15.87;Apartamento
Apartamento;Barra da Tijuca;3;2;1;200;5500.0;1700.0;230.0;40000;27.5;Apartamento
Quitinete;Glória;1;0;0;29;900.0;335.0;24.0;841;31.03;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;85;2000.0;690.0;142.0;7225;23.53;Apartamento
Apartamento;Copacabana;2;0;0;70;3500.0;500.0;92.0;4900;50.0;Apartamento
Apartamento;Catete;3;1;1;94;3000.0;1227.0;0.0;8836;31.91;Apartamento
Apartamento;Leblon;1;1;0;54;3990.0;1590.0;110.0;2916;73.89;Apartamento
Apartamento;Flamengo;4;1;2;269;8500.0;2200.0;540.0;72361;31.6;Apartamento
Apartamento;Tijuca;2;1;0;99;1800.0;660.0;141.0;9801;18.18;Apartamento
Apartamento;Barra da Tijuca;4;4;3;500;28000.0;8000.0;2630.0;250000;56.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;2600.0;540.0;140.0;8100;28.89;Apartamento
Apartamento;Barra da Tijuca;1;1;0;70;2500.0;1000.0;200.0;4900;35.71;Apartamento
Apartamento;Copacabana;2;1;1;85;2600.0;819.0;136.0;7225;30.59;Apartamento
Apartamento;Santa Teresa;3;0;0;96;2600.0;448.0;0.0;9216;27.08;Apartamento
Apartamento;Centro;1;1;0;38;1200.0;381.0;14.0;1444;31.58;Apartamento
Apartamento;Flamengo;1;0;0;55;1800.0;500.0;30.0;3025;32.73;Apartamento
Apartamento;Tijuca;1;1;0;54;1600.0;690.0;0.0;2916;29.63;Apartamento
Apartamento;Tijuca;2;0;0;70;1700.0;690.0;80.0;4900;24.29;Apartamento
Apartamento;Tijuca;2;0;0;75;1800.0;574.0;24.0;5625;24.0;Apartamento
Apartamento;Copacabana;4;1;0;295;4999.0;2100.0;530.0;87025;16.95;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;270;11000.0;700.0;550.0;72900;40.74;Casa
Apartamento;Recreio dos Bandeirantes;3;3;2;195;2800.0;750.0;450.0;38025;14.36;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000.0;800.0;0.0;360000;20.0;Casa
Apartamento;Barra da Tijuca;1;1;1;60;1600.0;1095.0;107.0;3600;26.67;Apartamento
Apartamento;Lagoa;4;1;1;178;5100.0;1900.0;550.0;31684;28.65;Apartamento
Apartamento;Copacabana;3;1;1;126;3200.0;1430.0;187.0;15876;25.4;Apartamento
Apartamento;Tijuca;3;1;0;100;2000.0;800.0;0.0;10000;20.0;Apartamento
Casa;Jacarepaguá;8;20;7;2000;15000.0;0.0;0.0;4000000;7.5;Casa
Apartamento;Curicica;2;1;0;44;1100.0;395.0;162.0;1936;25.0;Apartamento
Apartamento;Lagoa;4;2;1;256;15000.0;2300.0;800.0;65536;58.59;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;100;2900.0;754.0;0.0;10000;29.0;Apartamento
Quitinete;Copacabana;1;0;1;44;1500.0;376.0;25.0;1936;34.09;Apartamento
Apartamento;Ipanema;2;1;1;90;5300.0;1350.0;350.0;8100;58.89;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;75;3000.0;804.0;135.0;5625;40.0;Apartamento
Apartamento;Engenho Novo;1;0;0;46;1100.0;500.0;0.0;2116;23.91;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;400;16000.0;1300.0;590.0;160000;40.0;Casa
Apartamento;Barra da Tijuca;2;2;1;84;2300.0;1308.0;214.0;7056;27.38;Apartamento
Apartamento;Pechincha;3;1;1;90;1150.0;837.0;116.0;8100;12.78;Apartamento
Apartamento;Tijuca;3;1;1;100;3000.0;880.0;131.0;10000;30.0;Apartamento
Apartamento;Jardim Guanabara;3;2;1;120;2250.0;451.0;254.0;14400;18.75;Apartamento
Apartamento;Barra da Tijuca;3;1;1;85;1800.0;1200.0;0.0;7225;21.18;Apartamento
Apartamento;Laranjeiras;3;1;1;93;3000.0;1100.0;0.0;8649;32.26;Apartamento
Apartamento;Ipanema;4;3;1;230;12900.0;3800.0;0.0;52900;56.09;Apartamento
Apartamento;Botafogo;3;2;1;120;5500.0;1420.0;0.0;14400;45.83;Apartamento
Apartamento;Engenho da Rainha;2;1;0;52;700.0;576.0;0.0;2704;13.46;Apartamento
Apartamento;Laranjeiras;1;0;0;24;900.0;415.0;29.0;576;37.5;Apartamento
