Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Metro Quadrado;Valor m2;Tipo Agregado
Apartamento;Tijuca;2;1;0;66;1700.0;659.0;103.0;4356;25.76;Apartamento
Apartamento;Ipanema;3;0;1;121;7000.0;970.0;370.0;14641;57.85;Apartamento
Apartamento;Barra da Tijuca;3;2;1;79;1500.0;1200.0;220.0;6241;18.99;Apartamento
Apartamento;Copacabana;1;0;0;45;1600.0;530.0;30.0;2025;35.56;Apartamento
Apartamento;Lagoa;2;2;2;220;10000.0;3100.0;610.0;48400;45.45;Apartamento
Apartamento;Vila Isabel;1;0;0;40;1500.0;480.0;20.0;1600;37.5;Apartamento
Apartamento;Lagoa;3;4;2;380;30000.0;550.0;1700.0;144400;78.95;Apartamento
Apartamento;Flamengo;6;1;1;372;6900.0;2900.0;998.0;138384;18.55;Apartamento
Quitinete;Botafogo;1;0;0;25;1200.0;450.0;60.0;625;48.0;Apartamento
Apartamento;Jardim Botânico;3;2;1;96;3500.0;1210.0;415.0;9216;36.46;Apartamento
Apartamento;Catete;2;1;1;65;2700.0;862.0;110.0;4225;41.54;Apartamento
Apartamento;Copacabana;3;1;0;90;2200.0;1352.0;130.0;8100;24.44;Apartamento
Apartamento;Barra da Tijuca;3;1;1;90;2500.0;1450.0;1500.0;8100;27.78;Apartamento
Apartamento;Jacarepaguá;3;1;1;118;2500.0;1426.0;215.0;13924;21.19;Apartamento
Apartamento;Copacabana;3;1;2;390;10000.0;2150.0;7060.0;152100;25.64;Apartamento
Apartamento;Centro;1;0;0;35;1000.0;335.0;25.0;1225;28.57;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2000.0;1212.0;195.0;6400;25.0;Apartamento
Apartamento;Ipanema;4;2;3;300;13000.0;4200.0;1000.0;90000;43.33;Apartamento
Apartamento;Barra da Tijuca;3;2;1;114;5500.0;1243.0;287.0;12996;48.25;Apartamento
Apartamento;Barra da Tijuca;2;1;1;106;2580.0;1200.0;243.0;11236;24.34;Apartamento
Apartamento;Barra da Tijuca;3;2;1;104;3200.0;1227.0;399.0;10816;30.77;Apartamento
Apartamento;Tijuca;3;0;0;130;2760.0;250.0;23.0;16900;21.23;Apartamento
Apartamento;Copacabana;3;0;0;108;2500.0;1815.0;268.0;11664;23.15;Apartamento
Apartamento;Leme;1;0;0;45;1800.0;400.0;75.0;2025;40.0;Apartamento
Apartamento;Ipanema;4;2;1;189;12000.0;2140.0;0.0;35721;63.49;Apartamento
Casa;Jardim Botânico;4;3;1;263;28000.0;0.0;0.0;69169;106.46;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;97;1700.0;1100.0;130.0;9409;17.53;Apartamento
Apartamento;São Conrado;2;3;2;250;10000.0;3800.0;1493.0;62500;40.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;84;2500.0;1417.0;180.0;7056;29.76;Apartamento
Apartamento;Centro;1;0;0;46;1500.0;280.0;47.0;2116;32.61;Apartamento
Apartamento;Copacabana;3;1;2;190;5500.0;2500.0;495.0;36100;28.95;Apartamento
Apartamento;Tanque;2;0;0;57;850.0;643.0;0.0;3249;14.91;Apartamento
Apartamento;Ipanema;3;1;1;140;9000.0;1600.0;860.0;19600;64.29;Apartamento
Apartamento;Pavuna;2;0;0;50;530.0;300.0;0.0;2500;10.6;Apartamento
Quitinete;Copacabana;1;0;0;30;2000.0;600.0;29.0;900;66.67;Apartamento
Casa de Vila;Cachambi;3;0;0;110;1700.0;0.0;0.0;12100;15.45;Apartamento
Apartamento;Centro;1;0;0;57;1400.0;450.0;220.0;3249;24.56;Apartamento
Apartamento;Copacabana;3;1;1;135;4000.0;1100.0;0.0;18225;29.63;Apartamento
Apartamento;Água Santa;3;0;0;55;1000.0;715.0;0.0;3025;18.18;Apartamento
Apartamento;Tijuca;2;1;1;80;2400.0;700.0;0.0;6400;30.0;Apartamento
Apartamento;Copacabana;3;0;0;85;3000.0;1639.0;128.0;7225;35.29;Apartamento
Apartamento;Copacabana;1;0;0;35;1130.0;500.0;0.0;1225;32.29;Apartamento
Apartamento;Tijuca;2;1;1;73;2200.0;650.0;1400.0;5329;30.14;Apartamento
Apartamento;Maracanã;2;0;0;70;1800.0;531.0;66.0;4900;25.71;Apartamento
Apartamento;São Cristóvão;2;1;1;69;1900.0;550.0;150.0;4761;27.54;Apartamento
Casa;Campo Grande;2;2;0;80;1200.0;0.0;0.0;6400;15.0;Casa
Apartamento;Olaria;3;1;1;80;1000.0;678.0;30.0;6400;12.5;Apartamento
Apartamento;Laranjeiras;1;0;0;42;1500.0;475.0;55.0;1764;35.71;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;116;2900.0;500.0;250.0;13456;25.0;Apartamento
Apartamento;Botafogo;2;1;0;81;2800.0;750.0;830.0;6561;34.57;Apartamento
Apartamento;São Conrado;5;2;1;210;5500.0;2200.0;700.0;44100;26.19;Apartamento
Apartamento;Pechincha;2;1;1;83;1450.0;300.0;1028.0;6889;17.47;Apartamento
Apartamento;Copacabana;4;1;0;155;5000.0;1500.0;228.0;24025;32.26;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;93;2000.0;550.0;0.0;8649;21.51;Apartamento
Apartamento;Copacabana;2;0;0;75;3000.0;660.0;0.0;5625;40.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;100;3000.0;1620.0;320.0;10000;30.0;Apartamento
Apartamento;Copacabana;3;1;1;160;4500.0;1400.0;200.0;25600;28.12;Apartamento
Apartamento;Tijuca;3;1;1;120;3500.0;700.0;0.0;14400;29.17;Apartamento
Casa de Condomínio;Anil;3;2;1;308;3500.0;700.0;280.0;94864;11.36;Casa
Apartamento;Humaitá;3;2;2;110;4500.0;999.0;252.0;12100;40.91;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;2800.0;850.0;210.0;4900;40.0;Apartamento
Apartamento;Irajá;2;1;1;85;1500.0;295.0;0.0;7225;17.65;Apartamento
Apartamento;Flamengo;4;3;1;200;15000.0;2452.0;601.0;40000;75.0;Apartamento
Casa de Condomínio;Taquara;6;6;5;722;5000.0;380.0;700.0;521284;6.93;Casa
Apartamento;Flamengo;2;1;0;65;2200.0;960.0;85.0;4225;33.85;Apartamento
Apartamento;Copacabana;4;1;4;430;18000.0;3000.0;0.0;184900;41.86;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;100;1600.0;1034.0;0.0;10000;16.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;94;2050.0;1523.0;0.0;8836;21.81;Apartamento
Casa;Inhoaíba;2;1;0;85;1000.0;0.0;0.0;7225;11.76;Casa
Apartamento;Penha;1;1;0;60;850.0;314.0;0.0;3600;14.17;Apartamento
Apartamento;Tijuca;2;0;1;70;2500.0;450.0;48.0;4900;35.71;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;263;7000.0;700.0;518.0;69169;26.62;Casa
Apartamento;Flamengo;3;0;0;97;3500.0;970.0;158.0;9409;36.08;Apartamento
Apartamento;Engenho Novo;3;1;0;98;1100.0;800.0;100.0;9604;11.22;Apartamento
Apartamento;Jardim Botânico;3;4;2;325;13900.0;2600.0;0.0;105625;42.77;Apartamento
Apartamento;Honório Gurgel;2;0;0;50;700.0;220.0;0.0;2500;14.0;Apartamento
Apartamento;Tijuca;2;0;1;70;1800.0;350.0;95.0;4900;25.71;Apartamento
Apartamento;Tijuca;2;0;0;75;1300.0;890.0;0.0;5625;17.33;Apartamento
Apartamento;Tijuca;3;0;0;110;2100.0;820.0;110.0;12100;19.09;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;2;2;167;3000.0;1075.0;331.0;27889;17.96;Apartamento
Apartamento;Barra da Tijuca;2;3;2;156;12000.0;4000.0;1015.0;24336;76.92;Apartamento
Apartamento;Barra da Tijuca;3;1;1;107;3400.0;1180.0;270.0;11449;31.78;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1500.0;761.0;90.0;5184;20.83;Apartamento
Apartamento;Vila da Penha;3;1;1;90;1700.0;780.0;0.0;8100;18.89;Apartamento
Apartamento;Barra da Tijuca;4;3;2;245;7000.0;3500.0;700.0;60025;28.57;Apartamento
Apartamento;São Conrado;3;3;1;360;8000.0;9500.0;176.0;129600;22.22;Apartamento
Apartamento;Tijuca;2;1;1;85;2200.0;907.0;138.0;7225;25.88;Apartamento
Apartamento;Humaitá;3;0;1;100;3400.0;710.0;154.0;10000;34.0;Apartamento
Apartamento;Tijuca;2;1;0;73;2200.0;700.0;0.0;5329;30.14;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;6500.0;1250.0;485.0;22500;43.33;Apartamento
Apartamento;Arpoador;2;1;1;85;4200.0;1160.0;151.0;7225;49.41;Apartamento
Apartamento;Tijuca;3;2;1;110;2700.0;975.0;171.0;12100;24.55;Apartamento
Apartamento;Ipanema;3;1;0;120;4600.0;1350.0;278.0;14400;38.33;Apartamento
Apartamento;Jacarepaguá;2;1;1;65;2500.0;665.0;50.0;4225;38.46;Apartamento
Apartamento;Ipanema;3;1;1;120;6500.0;1900.0;600.0;14400;54.17;Apartamento
Apartamento;Tijuca;2;1;0;78;1480.0;500.0;650.0;6084;18.97;Apartamento
Apartamento;Tijuca;3;1;1;90;2100.0;850.0;125.0;8100;23.33;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000.0;800.0;1000.0;360000;20.0;Casa
Apartamento;Leme;2;0;0;75;3300.0;850.0;122.0;5625;44.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;2;127;1600.0;984.0;253.0;16129;12.6;Apartamento
Apartamento;Vila Isabel;2;1;0;55;2000.0;600.0;60.0;3025;36.36;Apartamento
Apartamento;Ipanema;3;2;2;190;10800.0;2000.0;6100.0;36100;56.84;Apartamento
Apartamento;Barra da Tijuca;3;1;1;97;3500.0;1350.0;160.0;9409;36.08;Apartamento
Apartamento;Barra da Tijuca;2;2;1;106;4000.0;1600.0;600.0;11236;37.74;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;88;3000.0;1384.0;0.0;7744;34.09;Apartamento
Apartamento;Ipanema;3;1;1;160;8000.0;1600.0;480.0;25600;50.0;Apartamento
Apartamento;Maracanã;3;1;1;81;1750.0;597.0;89.0;6561;21.6;Apartamento
Apartamento;Méier;2;1;0;70;1300.0;498.0;38.0;4900;18.57;Apartamento
Quitinete;Copacabana;1;0;0;32;1600.0;578.0;55.0;1024;50.0;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;450.0;22500;33.33;Apartamento
Apartamento;São Conrado;5;2;3;401;13000.0;3781.0;689.0;160801;32.42;Apartamento
Apartamento;Ipanema;2;0;0;70;3500.0;915.0;200.0;4900;50.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;9;4;679;16000.0;3049.0;2743.0;461041;23.56;Casa
Apartamento;Copacabana;3;1;1;140;3700.0;1159.0;236.0;19600;26.43;Apartamento
Apartamento;Leblon;3;2;1;130;7200.0;2128.0;675.0;16900;55.38;Apartamento
Apartamento;Pechincha;2;1;1;60;1100.0;480.0;180.0;3600;18.33;Apartamento
Apartamento;Vista Alegre;3;1;0;71;1200.0;140.0;0.0;5041;16.9;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;135;2500.0;580.0;256.0;18225;18.52;Apartamento
Apartamento;Ipanema;1;0;0;33;1600.0;564.0;71.0;1089;48.48;Apartamento
Apartamento;Tijuca;3;1;1;93;2300.0;1089.0;122.0;8649;24.73;Apartamento
Apartamento;Botafogo;2;1;1;90;3500.0;1394.0;258.0;8100;38.89;Apartamento
Apartamento;Copacabana;4;1;2;300;7500.0;2200.0;862.0;90000;25.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;8000.0;2700.0;600.0;12100;72.73;Apartamento
Apartamento;São Francisco Xavier;1;0;0;51;700.0;505.0;0.0;2601;13.73;Apartamento
Apartamento;Barra da Tijuca;4;4;4;225;8000.0;4400.0;990.0;50625;35.56;Apartamento
Quitinete;Catete;1;0;0;31;1100.0;434.0;55.0;961;35.48;Apartamento
Apartamento;Península;2;1;1;75;2900.0;1300.0;150.0;5625;38.67;Apartamento
Apartamento;Barra da Tijuca;3;4;3;263;10000.0;2668.0;896.0;69169;38.02;Apartamento
Apartamento;Campo Grande;2;0;0;53;700.0;300.0;30.0;2809;13.21;Apartamento
Apartamento;Lagoa;2;2;1;83;2300.0;1450.0;0.0;6889;27.71;Apartamento
Apartamento;Vila Isabel;3;2;0;142;2500.0;1428.0;0.0;20164;17.61;Apartamento
Apartamento;Flamengo;2;0;1;98;2600.0;532.0;270.0;9604;26.53;Apartamento
Apartamento;Ipanema;4;3;1;340;23000.0;4000.0;20000.0;115600;67.65;Apartamento
Apartamento;Tijuca;2;0;0;96;1800.0;700.0;97.0;9216;18.75;Apartamento
Quitinete;Copacabana;1;0;0;25;1200.0;310.0;0.0;625;48.0;Apartamento
Apartamento;Irajá;3;2;1;98;1900.0;400.0;0.0;9604;19.39;Apartamento
Quitinete;Copacabana;1;0;0;35;1600.0;481.0;26.0;1225;45.71;Apartamento
Apartamento;Cachambi;2;1;0;58;1100.0;350.0;0.0;3364;18.97;Apartamento
Apartamento;Copacabana;2;0;0;70;1900.0;700.0;151.0;4900;27.14;Apartamento
Apartamento;Botafogo;2;0;0;90;2000.0;510.0;90.0;8100;22.22;Apartamento
Apartamento;Barra da Tijuca;3;2;3;120;4000.0;1450.0;0.0;14400;33.33;Apartamento
Apartamento;Cachambi;2;0;0;54;850.0;360.0;0.0;2916;15.74;Apartamento
Apartamento;Barra da Tijuca;3;2;1;117;4500.0;990.0;624.0;13689;38.46;Apartamento
Apartamento;Laranjeiras;3;1;1;155;3300.0;1325.0;0.0;24025;21.29;Apartamento
Apartamento;Jacarepaguá;2;1;1;82;2300.0;800.0;153.0;6724;28.05;Apartamento
Apartamento;Copacabana;3;1;0;130;4500.0;1100.0;190.0;16900;34.62;Apartamento
Quitinete;Flamengo;0;0;0;25;1000.0;430.0;0.0;625;40.0;Apartamento
Apartamento;Barra da Tijuca;4;0;1;155;5500.0;3000.0;0.0;24025;35.48;Apartamento
Apartamento;Laranjeiras;4;2;2;150;7000.0;1965.0;455.0;22500;46.67;Apartamento
Apartamento;Ipanema;3;0;1;100;5000.0;1100.0;245.0;10000;50.0;Apartamento
Apartamento;Itanhangá;2;0;0;53;1100.0;745.0;0.0;2809;20.75;Apartamento
Apartamento;São Conrado;3;2;1;320;10000.0;1800.0;380.0;102400;31.25;Apartamento
Apartamento;Botafogo;3;0;1;86;3500.0;750.0;0.0;7396;40.7;Apartamento
Apartamento;Botafogo;3;1;1;105;3600.0;900.0;180.0;11025;34.29;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;400;10000.0;1480.0;1000.0;160000;25.0;Apartamento
Apartamento;Ipanema;2;1;1;75;5300.0;895.0;208.0;5625;70.67;Apartamento
Apartamento;Barra da Tijuca;3;2;2;170;4500.0;2048.0;0.0;28900;26.47;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2300.0;1078.0;230.0;8100;25.56;Apartamento
Apartamento;Gávea;1;0;0;43;2200.0;399.0;51.0;1849;51.16;Apartamento
Apartamento;Barra da Tijuca;2;1;1;103;3000.0;1750.0;197.0;10609;29.13;Apartamento
Casa;Lins de Vasconcelos;2;1;0;80;850.0;496.0;12.0;6400;10.62;Casa
Apartamento;Barra da Tijuca;4;3;4;360;11000.0;1300.0;0.0;129600;30.56;Apartamento
Apartamento;Ipanema;2;0;0;80;5000.0;1050.0;280.0;6400;62.5;Apartamento
Apartamento;Barra da Tijuca;2;1;2;100;3000.0;2900.0;500.0;10000;30.0;Apartamento
Apartamento;Copacabana;1;0;1;40;2000.0;510.0;0.0;1600;50.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;75;1550.0;700.0;48.0;5625;20.67;Apartamento
Apartamento;Copacabana;2;0;0;107;2700.0;600.0;141.0;11449;25.23;Apartamento
Apartamento;Tijuca;3;1;0;100;2000.0;550.0;120.0;10000;20.0;Apartamento
Apartamento;Flamengo;1;0;0;44;1600.0;610.0;0.0;1936;36.36;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;1;50;1500.0;1035.0;221.0;2500;30.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;146;2900.0;1950.0;254.0;21316;19.86;Apartamento
Apartamento;Leblon;4;2;4;200;9500.0;2700.0;944.0;40000;47.5;Apartamento
Apartamento;Tijuca;3;0;1;100;3000.0;200.0;78.0;10000;30.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;45;1200.0;340.0;16.0;2025;26.67;Apartamento
Apartamento;Tijuca;2;1;0;88;2000.0;485.0;99.0;7744;22.73;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2200.0;676.0;131.0;4900;31.43;Apartamento
Apartamento;Botafogo;4;2;0;622;15000.0;3545.0;1420.0;386884;24.12;Apartamento
Apartamento;Santa Teresa;2;0;0;66;1600.0;300.0;52.0;4356;24.24;Apartamento
Casa de Vila;Lins de Vasconcelos;3;1;1;204;2800.0;430.0;68.0;41616;13.73;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;400;10000.0;2100.0;1400.0;160000;25.0;Casa
Apartamento;Copacabana;3;0;0;107;3200.0;600.0;150.0;11449;29.91;Apartamento
Apartamento;Barra da Tijuca;4;2;3;166;6500.0;1893.0;0.0;27556;39.16;Apartamento
Quitinete;Copacabana;1;0;0;20;1500.0;500.0;0.0;400;75.0;Apartamento
Casa de Vila;Maracanã;2;0;0;50;2000.0;30.0;25.0;2500;40.0;Apartamento
Apartamento;Flamengo;2;0;0;71;2400.0;577.0;0.0;5041;33.8;Apartamento
Apartamento;Barra da Tijuca;4;4;3;347;13500.0;2300.0;0.0;120409;38.9;Apartamento
Apartamento;Botafogo;4;2;1;330;10500.0;1600.0;708.0;108900;31.82;Apartamento
Apartamento;Tijuca;1;1;0;60;900.0;556.0;24.0;3600;15.0;Apartamento
Apartamento;Flamengo;4;1;1;290;9500.0;1800.0;0.0;84100;32.76;Apartamento
Apartamento;Barra da Tijuca;2;2;1;87;3100.0;1550.0;543.0;7569;35.63;Apartamento
Apartamento;Anil;2;1;0;50;1700.0;470.0;30.0;2500;34.0;Apartamento
Apartamento;Leblon;4;2;1;180;6000.0;1900.0;0.0;32400;33.33;Apartamento
Apartamento;Copacabana;2;1;0;70;3500.0;920.0;100.0;4900;50.0;Apartamento
Apartamento;Tijuca;2;0;0;60;1800.0;604.0;0.0;3600;30.0;Apartamento
Apartamento;Laranjeiras;2;1;1;120;3850.0;1000.0;0.0;14400;32.08;Apartamento
Apartamento;Lagoa;3;1;0;115;4500.0;1057.0;297.0;13225;39.13;Apartamento
Apartamento;Engenho de Dentro;2;0;0;51;900.0;515.0;114.0;2601;17.65;Apartamento
Apartamento;Leblon;2;2;2;132;6000.0;1400.0;0.0;17424;45.45;Apartamento
Casa;Barra da Tijuca;4;2;4;250;8000.0;1800.0;360.0;62500;32.0;Casa
Apartamento;Freguesia (Jacarepaguá);2;1;1;76;2200.0;817.0;92.0;5776;28.95;Apartamento
Apartamento;Copacabana;1;0;0;30;1400.0;450.0;23.0;900;46.67;Apartamento
Apartamento;Copacabana;1;0;0;50;2200.0;750.0;0.0;2500;44.0;Apartamento
Apartamento;Ipanema;3;1;1;140;12900.0;1580.0;280.0;19600;92.14;Apartamento
Apartamento;Leblon;3;1;0;140;5000.0;1800.0;0.0;19600;35.71;Apartamento
Apartamento;Santíssimo;2;1;0;40;700.0;250.0;0.0;1600;17.5;Apartamento
Apartamento;Botafogo;2;1;1;75;2800.0;987.0;0.0;5625;37.33;Apartamento
Apartamento;Barra da Tijuca;3;2;3;200;13500.0;3900.0;1500.0;40000;67.5;Apartamento
Apartamento;Tijuca;1;0;0;50;1200.0;330.0;0.0;2500;24.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1500.0;0.0;4900;31.43;Apartamento
Apartamento;Copacabana;3;1;1;90;3500.0;773.0;136.0;8100;38.89;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;46;1000.0;290.0;13.0;2116;21.74;Apartamento
Casa;Botafogo;8;3;0;418;15000.0;0.0;0.0;174724;35.89;Casa
Apartamento;Leblon;4;2;2;250;9200.0;3000.0;0.0;62500;36.8;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;280;5000.0;750.0;200.0;78400;17.86;Casa
Apartamento;Leblon;3;2;2;115;7000.0;1899.0;0.0;13225;60.87;Apartamento
Apartamento;Maracanã;1;1;0;63;1200.0;590.0;50.0;3969;19.05;Apartamento
Apartamento;Barra da Tijuca;1;1;1;61;1700.0;2154.0;271.0;3721;27.87;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;277;5000.0;1200.0;0.0;76729;18.05;Apartamento
Apartamento;São Conrado;2;0;1;85;2900.0;1135.0;222.0;7225;34.12;Apartamento
Apartamento;Leblon;3;1;0;100;7000.0;1697.0;246.0;10000;70.0;Apartamento
Apartamento;Vila da Penha;2;0;0;54;700.0;435.0;0.0;2916;12.96;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;4000.0;1200.0;200.0;12100;36.36;Apartamento
Casa de Condomínio;Barra da Tijuca;5;5;5;900;17500.0;2600.0;0.0;810000;19.44;Casa
Apartamento;Tijuca;2;0;0;70;2100.0;700.0;0.0;4900;30.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;2;75;2050.0;790.0;150.0;5625;27.33;Apartamento
Apartamento;Flamengo;4;1;3;350;10000.0;2500.0;0.0;122500;28.57;Apartamento
Apartamento;Ipanema;3;2;1;150;6500.0;1700.0;580.0;22500;43.33;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;147;4500.0;1195.0;1000.0;21609;30.61;Casa
Casa;Campo Grande;2;0;1;80;1100.0;0.0;0.0;6400;13.75;Casa
Apartamento;Barra da Tijuca;3;2;1;138;4500.0;1300.0;350.0;19044;32.61;Apartamento
Apartamento;Vargem Pequena;2;1;1;60;1300.0;360.0;40.0;3600;21.67;Apartamento
Quitinete;Centro;1;0;0;30;800.0;250.0;25.0;900;26.67;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;0;105;3500.0;1000.0;0.0;11025;33.33;Apartamento
Apartamento;Copacabana;4;3;2;200;8000.0;2700.0;600.0;40000;40.0;Apartamento
Apartamento;Botafogo;3;2;1;105;4000.0;1104.0;0.0;11025;38.1;Apartamento
Apartamento;Copacabana;3;1;0;200;7000.0;1700.0;520.0;40000;35.0;Apartamento
Apartamento;Engenho Novo;2;1;1;176;880.0;900.0;153.0;30976;5.0;Apartamento
Apartamento;Ipanema;3;1;0;87;4445.0;660.0;95.0;7569;51.09;Apartamento
Apartamento;Barra da Tijuca;3;2;1;132;3200.0;2604.0;464.0;17424;24.24;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;110;1800.0;750.0;150.0;12100;16.36;Apartamento
Apartamento;Barra da Tijuca;1;2;0;55;1700.0;1780.0;0.0;3025;30.91;Apartamento
Apartamento;Cachambi;1;0;0;40;800.0;130.0;14.0;1600;20.0;Apartamento
Apartamento;Ipanema;2;2;2;90;5500.0;1800.0;300.0;8100;61.11;Apartamento
Apartamento;Barra da Tijuca;4;2;1;140;3000.0;1402.0;0.0;19600;21.43;Apartamento
Apartamento;Botafogo;2;1;1;75;3800.0;875.0;197.0;5625;50.67;Apartamento
Apartamento;Barra da Tijuca;4;2;2;146;4900.0;1800.0;3500.0;21316;33.56;Apartamento
Casa de Condomínio;Barra da Tijuca;4;5;4;500;11800.0;1550.0;1501.0;250000;23.6;Casa
Casa;Gávea;3;2;3;1100;30000.0;0.0;1900.0;1210000;27.27;Casa
Apartamento;Copacabana;3;1;1;110;4500.0;500.0;0.0;12100;40.91;Apartamento
Apartamento;Barra da Tijuca;4;3;2;290;2500.0;3650.0;771.0;84100;8.62;Apartamento
Apartamento;Ipanema;3;1;1;263;7500.0;3150.0;697.0;69169;28.52;Apartamento
Apartamento;Península;2;2;1;72;3500.0;1400.0;150.0;5184;48.61;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;1;165;2000.0;980.0;153.0;27225;12.12;Casa
Apartamento;Barra da Tijuca;3;2;1;201;4200.0;3563.0;0.0;40401;20.9;Apartamento
Apartamento;Copacabana;4;1;1;270;8500.0;2477.0;7504.0;72900;31.48;Apartamento
Quitinete;Copacabana;1;0;0;24;2500.0;570.0;56.0;576;104.17;Apartamento
Apartamento;Ipanema;3;1;1;140;6500.0;1500.0;0.0;19600;46.43;Apartamento
Apartamento;Copacabana;1;0;0;50;1500.0;340.0;76.0;2500;30.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;89;1900.0;842.0;160.0;7921;21.35;Apartamento
Apartamento;Méier;1;0;0;50;1200.0;280.0;20.0;2500;24.0;Apartamento
Apartamento;Maracanã;2;1;0;81;2200.0;700.0;82.0;6561;27.16;Apartamento
Apartamento;Jardim Botânico;4;4;3;252;16000.0;3581.0;10450.0;63504;63.49;Apartamento
Apartamento;Barra da Tijuca;4;2;3;160;5000.0;2100.0;3100.0;25600;31.25;Apartamento
Apartamento;Ipanema;3;2;1;120;7000.0;2008.0;423.0;14400;58.33;Apartamento
Apartamento;Leblon;3;2;1;155;7500.0;1600.0;4000.0;24025;48.39;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;145;2500.0;920.0;0.0;21025;17.24;Apartamento
Apartamento;Flamengo;2;2;1;100;3500.0;760.0;172.0;10000;35.0;Apartamento
Apartamento;Pechincha;2;1;0;59;1000.0;400.0;350.0;3481;16.95;Apartamento
Apartamento;Flamengo;4;1;1;290;9200.0;1800.0;700.0;84100;31.72;Apartamento
Apartamento;Barra da Tijuca;3;2;1;200;5500.0;1855.0;230.0;40000;27.5;Apartamento
Apartamento;Botafogo;4;2;1;120;4700.0;1726.0;441.0;14400;39.17;Apartamento
Apartamento;Barra da Tijuca;0;0;0;30;1600.0;988.0;193.0;900;53.33;Apartamento
Apartamento;Andaraí;2;1;0;71;1000.0;360.0;25.0;5041;14.08;Apartamento
Apartamento;Leblon;2;1;1;100;3500.0;1930.0;400.0;10000;35.0;Apartamento
Apartamento;Flamengo;2;1;1;94;2600.0;1823.0;0.0;8836;27.66;Apartamento
Casa de Vila;Ramos;2;1;0;45;1000.0;70.0;0.0;2025;22.22;Apartamento
Apartamento;Copacabana;1;0;0;44;1480.0;470.0;25.0;1936;33.64;Apartamento
Apartamento;Penha Circular;2;0;1;78;1300.0;450.0;0.0;6084;16.67;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;95;2000.0;700.0;110.0;9025;21.05;Apartamento
Apartamento;Leblon;3;2;1;110;6000.0;1650.0;300.0;12100;54.55;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;6870.0;3014.0;390.0;4225;105.69;Apartamento
Apartamento;Botafogo;3;1;1;108;5100.0;1450.0;276.0;11664;47.22;Apartamento
Quitinete;Botafogo;0;0;1;30;800.0;320.0;0.0;900;26.67;Apartamento
Apartamento;Leblon;2;2;2;150;4500.0;2100.0;0.0;22500;30.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;156;6500.0;3000.0;1000.0;24336;41.67;Apartamento
Apartamento;Botafogo;1;0;0;43;2400.0;1076.0;260.0;1849;55.81;Apartamento
Apartamento;Barra da Tijuca;4;3;2;240;6500.0;3000.0;603.0;57600;27.08;Apartamento
Apartamento;Leblon;2;1;1;110;5000.0;2535.0;385.0;12100;45.45;Apartamento
Apartamento;Ipanema;2;1;1;80;3500.0;1100.0;345.0;6400;43.75;Apartamento
