to_postcode,to_country_id
29015-120,32
29026010,32
29026100,32
29031-803,32
29031812,32
29042590,32
29042753,32
29043-028,64
29043190,32
29043220,32
29043450,32
29045240,96
29045410,32
29045-970,32
29047312,64
29048470,32
29050240,128
29050400,96
29050-535,64
29050-632,32
29050-652,32
29050653,32
29050-657,32
29050659,32
29050670,32
29050-700,32
29051-095,32
29052160,32
29052-210,64
29052230,32
29052640,64
29052730,64
29055070,32
29055145,32
29055180,64
29055215,32
29055250,96
29055260,32
29055280,32
29055290,64
29055340,96
29055350,32
29055-350,32
29055410,96
29055642,32
29055-642,32
29055655,64
29056110,64
29056-200,32
29057520,96
29057530,128
29057570,96
29057630,128
29057-630,96
29057-650,32
29057-670,32
29060030,64
29060050,64
29060-050,96
29060120,64
29060130,32
29060-270,32
29060300,96
29060370,64
29060-370,64
29060-390,32
29060420,64
29060440,32
29060-490,32
29060670,32
29060-670,32
29060700,32
29060-810,32
29065320,96
29065-320,32
29065370,32
29065-420,32
29065480,32
29065490,32
29065700,32
29066050,32
29066290,32
29066-290,32
29066430,32
29066-430,32
29070040,32
29070115,32
29072350,32
29090040,64
29090-060,32
29090070,32
29090090,32
29090100,32
29090210,32
29090220,32
29090230,32
29090340,64
29090-420,32
29090460,64
29090560,32
29090-585,32
29090-640,32
29090710,32
29092095,32
29100-021,64
29100041,32
29100527,32
29101010,64
29101016,64
29101030,32
29101068,96
29101075,32
29101105,32
29101-110,64
29101120,64
29101-120,32
29101121,32
29101130,32
29101-140,96
29101200,32
29101-200,32
29101-231,32
29101250,64
29101290,96
29101300,32
29101320,64
29101335,32
29101340,32
29101345,32
29101375,32
29101-435,64
29101485,32
29101-502,32
29101564,64
29101580,64
29101590,64
29101650,32
29101715,32
29101730,32
29101735,32
29101770,32
29101800,32
29101811,32
29101830,32
29101-850,32
29101931,32
29102010,288
29102-010,32
29102-020,160
29102032,32
29102035,32
29102-036,32
29102050,64
29102140,32
29102245,32
29102-245,32
29102290,256
29102606,32
29102906,64
29103700,32
29103895,32
29104030,32
29105120,64
29105-230,32
29105-240,32
29105390,32
29106110,32
29106-195,32
29106300,32
29108048,32
29108-048,32
29108780,32
29109400,32
29109-550,32
29111850,32
29112346,32
29112420,32
29113-140,32
29113200,32
29113757,32
29116-090,32
29117240,64
29120100,32
29120-210,64
29120600,64
29120725,32
29122036,32
29122050,32
29122180,32
29122250,32
29123130,32
29128-518,32
29129-665,32
29140844,32
29141210,32
29141-238,96
29143-675,32
29144140,128
29144454,96
29145-820,64
29146140,32
29146160,32
29146210,32
29146678,32
29146783,32
29147517,32
29148210,64
29148351,32
29148-639,32
29148-732,32
29149355,32
29150-230,32
29150522,96
29151-180,32
29151230,64
29152440,32
29152480,32
29152-480,32
29154035,32
29154080,32
29154-500,32
29156301,32
29160435,32
29160510,32
29160596,32
29161708,32
29161-774,32
29162301,32
29162-337,32
29163645,32
29164040,32
29164-084,64
29165010,96
29165260,32
29165440,64
29166-652,32
29166820,32
29166-828,32
29167081,32
29168410,32
29169-140,32
29170172,32
29171-439,32
29172-633,32
29172-680,96
29173065,64
29173669,64
29173815,32
29175110,32
29175226,64
29175-490,32
29175-525,64
29175-849,32
29175-852,32
29176-776,32
29179-405,64
29182-165,32
29190347,32
29192078,32
29192225,32
29192-225,64
29192-424,32
29193189,32
29194-578,32
29195436,64
29196309,32
29197548,32
29199039,32
29199051,32
29199144,32
29199190,32
29200080,64
29200-080,32
29200290,32
29200-400,32
29200-450,32
29200490,32
29213220,64
29215-260,32
29216-080,32
29216140,64
29216-160,32
29216185,32
29230000,32
29240000,32
29255000,128
29260000,224
29260-000,64
29260970,64
29260-970,32
29273-000,32
29278000,32
29300035,32
29300050,32
29300-510,32
29300775,64
29303-272,32
29304-405,32
29307-070,64
29307188,32
29313143,32
29314-776,32
29345000,32
29345-000,64
29400000,32
29400-000,32
29460000,32
29470-000,32
29560000,32
29560-000,32
29600000,32
29645-000,96
29645980,32
29650000,32
29680000,64
29702-210,32
29706320,32
29707045,64
29707-065,32
29707880,32
29730000,160
29830000,128
29843000,32
29845-000,32
29890000,32
29900010,32
29900020,32
29900040,32
29900182,32
29900395,64
29901050,32
29901-420,32
29902-470,32
29903-080,32
29903175,32
29904328,64
29907200,32
29907-210,32
29913-310,32
29920000,64
29931-200,32
29932150,32
29933-600,64
29936718,64
29950000,96
29965-000,32
29970-000,32
30110044,32
30110-921,32
30111-070,32
30112006,32
30112010,32
30120040,32
30130-004,32
30130-006,160
30130009,64
30130090,32
30130-090,32
30130141,64
30130150,32
30140-040,32
30140071,96
30140-082,32
30140091,64
30140092,32
30140-111,32
30140-118,64
30140-131,64
30140140,160
30140170,32
30140-170,128
30140903,32
30140-903,32
30150090,96
30150110,64
30150-120,32
30150-200,32
30150-220,32
30150270,32
30150-270,32
30150313,64
30150370,32
30150-370,32
30160-011,32
30160-015,32
30160-035,32
30160-038,32
30160-906,32
30160913,96
30170041,64
30170050,64
30170-080,32
30170081,64
30170-081,32
30170114,32
30170-130,32
30170-131,64
30170-132,64
30170-135,64
30180-072,32
30180-076,32
30180-090,32
30180091,32
30180101,32
30180-160,128
30190000,32
30190050,32
30190090,32
30190-111,32
30190131,32
30190-901,32
30203-251,32
30210130,32
30210180,32
30220-030,96
30220060,32
30220-060,64
30220-290,64
30220-300,64
30220400,32
30240-010,32
30240-050,32
30240-120,32
30240140,32
30240-140,32
30240460,32
30240-500,32
30240-510,32
30260-150,32
30260250,32
30270-260,32
30270340,32
30280-050,32
30280-160,32
30280180,32
30280-180,32
30285-110,64
30310-020,64
30310-080,32
30310-090,32
30310-110,32
30310200,32
30310320,64
30310403,32
30310430,32
30310530,32
30310550,32
30310-580,160
30310640,32
30310-650,32
30310-670,96
30310750,32
30310-760,32
30310-800,32
30315000,32
30315-000,32
30315240,96
30315270,32
30315340,32
30315460,96
30315540,32
30320-040,32
30320060,32
30320250,32
30320380,32
30320-380,32
30320410,32
30320-540,96
30320610,32
30320-660,32
30320670,64
30320690,32
30330-010,64
30330-016,64
30330120,32
30330-152,32
30330160,32
30330190,32
30330210,32
30330-220,32
30330228,64
30330-228,32
30330230,160
30330240,64
30330-240,32
30330-270,32
30330-312,32
30330320,32
30350010,32
30350-070,32
30350-150,32
30350160,32
30350190,32
30350210,32
30350-210,96
30350213,64
30350220,32
30350250,32
30350-250,64
30350580,32
30360-210,32
30360230,32
30360530,32
30380030,32
30380-350,128
30380-360,32
30380380,96
30380-530,64
30380600,64
30380-780,32
30411-110,32
30411115,32
30411-123,32
30411127,32
30411135,32
30411-140,32
30411150,32
30411-153,32
30411-180,32
30411235,32
30411295,64
30411312,64
30411505,32
30411510,32
30421124,32
30421125,32
30421-125,32
30421-138,32
30421-176,32
30421340,32
30421-379,96
30421-496,32
30431020,96
30431028,96
30431072,32
30431083,64
30431-101,32
30431-170,64
30431-225,64
30431236,32
30431245,64
30431-259,64
30431-315,32
30431320,96
30431350,32
30431-360,32
30441-014,32
30441031,32
30441036,32
30441-051,64
30441-078,32
30441-082,32
30441114,32
30441-194,32
30492025,128
30492-025,64
30493140,32
30493180,32
30493-180,32
30494-090,32
30510040,32
30510115,32
30510-200,32
30518-180,64
30520290,32
30520-510,64
30520-540,32
30525160,64
30525-430,64
30535490,32
30535-540,32
30535-610,32
30550008,160
30550140,96
30550310,32
30550-570,96
30555190,32
30570-080,32
30570110,32
30575-050,32
30575-110,32
30575120,64
30575150,32
30575160,32
30575230,32
30575-265,32
30575270,96
30575275,32
30575-290,64
30575825,32
30580-060,32
30580190,32
30580353,64
30590-370,32
30590-390,32
30610-740,32
30620-050,32
30620-170,32
30622-490,32
30626-000,32
30626-210,32
30626-380,32
30626470,64
30626660,32
30640120,32
30640410,32
30642020,32
30642310,64
30660010,32
30660170,32
30660298,32
30662-523,32
30664-006,32
30672165,32
30672760,32
30692100,32
30710230,32
30710-550,32
30720000,96
30720-270,32
30720-280,32
30720300,64
30720420,32
30720460,32
30720480,32
30720-480,64
30720590,32
30730110,32
30730170,32
30730500,32
30730-592,32
30750-550,64
30770560,96
30775452,32
30775520,32
30820560,32
30840460,32
30840-490,32
30840530,32
30840-630,32
30850-230,64
30850-600,64
30855-260,64
30860070,32
30870190,32
30880010,32
30880-190,32
30881040,32
30881-220,32
30881-540,32
30882120,64
30882160,32
31010-060,32
31010-120,32
31010340,32
31010-390,32
31010-510,32
31015080,32
31015-110,32
31015-240,32
31015-260,32
31015370,32
31015-410,32
31030010,96
31030-030,32
31030-100,32
31030130,32
31030-180,32
31030340,64
31030-420,64
31030-430,32
31030-500,64
31035100,32
31035-310,32
31035380,32
31035-460,32
31035480,32
31035-540,32
31035-570,32
31035572,32
31050-640,32
31060280,32
31070022,64
31070080,32
31080020,32
31080380,32
31110050,64
31110090,32
31110110,32
31110-170,32
31110-840,64
31130-240,32
31130370,96
31130-380,32
31130450,32
31130510,32
31130570,128
31130600,32
31130610,32
31140190,64
31140220,32
31140430,32
31150650,32
31155430,32
31160430,96
31160440,32
31160560,32
31170150,64
31170180,32
31170193,32
31170200,64
31170210,32
31170220,32
31170230,32
31170240,64
31170250,32
31170260,32
31170320,32
31170550,32
31170650,32
31210070,32
31210-100,32
31210-400,64
31230140,32
31230-580,96
31230640,32
31250-280,32
31250-350,96
31255-630,32
31255760,32
31260240,64
31270-020,32
31270-215,32
31270250,32
31270-310,32
31270460,32
31270-650,32
31270740,64
31275150,32
31310-040,64
31310-450,32
31310-480,32
31310-490,64
31310510,32
31310-590,32
31310-650,32
31320-010,32
31330070,128
31330-090,32
31330340,32
31330-460,64
31330-500,32
31330-642,32
31330680,32
31340-060,32
31340270,32
31360-020,32
31360-520,32
31365-234,32
31365-450,96
31510-340,64
31510360,32
31520400,32
31520510,32
31530-110,64
31530190,32
31535-510,32
31540-140,32
31540240,32
31545220,32
31550-250,32
31560050,32
31560200,64
31565-110,32
31565390,32
31630070,96
31655-290,32
31710350,32
31710550,32
31720070,32
31720222,64
31720350,32
31720440,32
31741475,32
31742-055,32
31742254,32
31742-316,32
31742370,32
31744-186,64
31810-410,32
31810-440,64
31814320,128
31840-090,32
31840-120,64
31844070,64
31870520,32
31872-780,64
31910-570,32
31920-160,32
31930760,32
31980120,32
31980540,96
31995-240,32
32013-400,32
32015130,32
32017-130,32
32017901,32
32040200,32
32042040,32
32042-370,64
32044150,32
32044-295,32
32044455,32
32046000,32
32055110,32
32071-174,32
32072290,32
32110270,32
32110-700,32
32140270,32
32140-360,32
32146-057,32
32180732,32
32183100,64
32183190,32
32185-230,32
32186-000,32
32186-220,32
32223050,64
32223-540,64
32235290,32
32260-470,32
32285-040,32
32285170,32
32285180,32
32285195,64
32310-000,32
32310-580,32
32310-670,32
32315040,32
32315-090,32
32315-100,32
32340280,32
32400-122,32
32405358,32
32412099,32
32412169,32
32415-789,32
32425490,64
32600154,32
32600302,32
32604080,32
32604540,32
32605-294,32
32670092,128
32670094,64
32670404,32
32671370,32
32671688,32
32671-732,32
32675610,64
32675738,32
32678-255,32
32809-112,32
32900000,32
32900-000,32
32920-000,32
33025460,32
33028,472
33030-580,32
33035-310,32
33036-050,64
33045420,32
33110-240,32
33113-010,64
33120430,96
33132,236
33133,236
33170-070,32
33172,236
33179,236
33200013,32
33200-013,32
33200338,32
33200-642,32
33202-572,32
33203-068,32
33205-592,32
33230046,32
33230112,32
33230-279,32
33230288,96
33230-830,96
33233044,64
33233180,64
33233-250,64
33236092,32
33236172,32
33239-068,32
33239090,32
33239-138,64
33239-170,32
33239308,32
33239888,64
33240-036,32
33250036,32
33250-081,32
33251-020,96
33251270,64
33251-436,32
33252-088,32
33253046,32
33308,1180
33350000,32
33350-000,64
33500000,32
33825375,32
33858-510,64
33880240,32
33880610,32
33900001,32
33904,472
33915052,32
33930-070,32
33935185,32
33943-425,32
33943470,32
33944-105,32
34002172,64
34003-074,64
34003318,32
34003-458,32
34004733,64
34004840,32
34004850,32
34004-882,64
34006003,32
34006-009,32
34006049,64
34006-049,96
34006-053,32
34006065,96
34006071,96
34006-071,64
34007070,32
34007294,32
34007314,32
34007-854,32
34012689,32
34012-689,128
34018008,96
34018046,32
34018-072,32
34018130,32
34505340,32
34515240,160
34515-240,96
34535100,32
34600-600,32
34710010,32
34710-160,32
34786,708
34800-000,32
35010-130,64
35010141,32
35010-161,32
35010-230,32
35020-140,32
35020-610,32
35020-660,32
35020690,32
35020720,32
35020780,32
35030210,64
35039770,32
35040-080,32
35040878,32
35043250,96
35045-050,32
35045250,32
35050670,32
35051140,32
35054894,32
35057-140,32
35057-460,32
35057-490,32
35059060,32
35120000,96
35130000,32
35160-103,32
35160128,32
35160140,96
35160272,64
35160-302,32
35160304,32
35162-000,32
35162113,96
35162148,32
35162-156,32
35162181,32
35162-235,32
35162247,32
35162316,64
35162563,32
35164043,32
35164-130,64
35164135,32
35164-252,32
35164254,32
35164266,32
35164287,96
35170-002,32
35170-006,32
35170-137,32
35171001,32
35171153,32
35171-382,32
35179-000,32
35180098,32
35180402,32
35181680,32
35181-680,64
35182-380,32
35195-000,32
35196000,32
35220-000,32
35230-000,32
35246000,64
35260000,32
35300050,32
35300-242,32
35303-090,32
35330-000,32
35370000,32
35400000,64
35400-000,288
35400-970,32
35404-050,32
35404-217,32
35408-000,32
35420-000,32
35422-260,32
35424-339,32
35426-399,32
35430026,32
35430-028,32
35440-000,64
35447-000,32
35450124,32
35450-174,32
35450282,32
35450-282,64
35453050,64
35455054,32
35457196,64
35460000,192
35460-000,256
35470000,64
35500-002,32
35500013,64
35500025,64
35500-025,32
35500029,32
35500037,32
35500-037,32
35500087,32
35500-095,32
35500098,32
35500261,64
35500-290,32
35500-397,32
35500446,32
35500511,32
35501214,32
35501-228,32
35501-320,96
35501-322,32
35501-542,32
35502-032,32
35502-159,32
35502-269,32
35502-630,32
35502821,64
35520284,32
35521354,32
35523-288,32
35527-370,32
35530-000,64
35534-000,128
35536000,64
35540000,64
35540-000,32
35547-000,32
35550000,32
35574348,64
35576-090,32
35577-154,64
35580-000,32
35582-000,32
35588-000,96
35595-000,32
35603000,32
35610-000,64
35620000,32
35620-000,64
35622-000,64
35625000,32
35628000,32
35630-034,32
35632066,32
35633036,32
35633-050,32
35633-078,64
35633-116,32
35633124,32
35633-272,32
35636-222,32
35636-462,32
35640-000,32
35655000,32
35660-052,64
35660-056,32
35660-127,32
35660-348,32
35660-426,32
35660-439,32
35660-697,32
35661-206,32
35661-220,32
35661303,32
35666-000,32
35669-000,32
35670000,32
35675-000,96
35680-066,32
35680-323,96
35680-371,32
35681127,128
35681-135,64
35681330,32
35681-864,32
35690-000,32
35695-000,32
35700000,32
35700-000,32
35700-015,32
35700072,96
35700-196,64
35700375,32
35700412,32
35700-444,32
35700475,32
35701020,32
35701101,32
35701-108,32
35701164,32
35701302,32
35701-652,32
35702075,64
35702-199,32
35702-282,32
35720000,32
35720-000,64
35730-000,32
35774000,64
35780-000,32
35792074,32
35792-074,32
35845000,32
35847-000,96
35900-003,32
35900-029,32
35900118,64
35900-202,32
35900773,32
35903-051,32
35930066,64
35930185,32
35930243,32
35931-008,32
35931-143,32
35938-000,32
35960-000,32
35969-000,32
35970000,96
35970-000,64
35995000,160
36010001,32
36010003,32
36010-011,32
36010-012,32
36010020,64
36010320,32
36010-320,32
36010-360,32
36010-410,32
36010-532,32
36013080,32
36013-080,64
36015280,32
36015290,64
36015-290,32
36015350,32
36015370,32
36015-370,32
36015-410,32
36015510,32
36016-000,32
36016-090,64
36016210,32
36016290,32
36016311,32
36016321,32
36016340,64
36016450,64
36016-450,96
36021-580,32
36021610,32
36021-610,32
36025000,32
36025010,32
36025-040,32
36026380,32
36026-400,32
36026-460,32
36030716,32
36030718,32
36033340,128
36033-340,64
36033-345,32
36035250,32
36035720,32
36035750,64
36036140,32
36036-140,32
36036150,64
36036-150,32
36036180,64
36036249,32
36036-400,32
36036482,64
36036-540,32
36036-630,32
36036631,32
36037-210,32
36037650,32
36037-863,96
36038-297,32
36038-524,32
36038550,32
36039-010,32
36039090,64
36039-270,32
36045-000,32
36045440,32
36045480,32
36046410,32
36046590,32
36046680,64
36046-680,32
36047100,64
36047-600,32
36047602,32
36050410,64
36052310,64
36052410,32
36060300,96
36060-300,32
36062380,32
36070-000,32
36070-330,128
36081-100,32
36081230,32
36081-530,64
36081840,32
36083734,32
36088340,64
36091-237,64
36123-000,32
36140000,32
36146000,32
36170-000,64
36180000,32
36180-000,64
36200-034,32
36200472,32
36200-496,32
36200500,32
36202014,32
36202190,32
36204-292,32
36205234,32
36212000,32
36220000,32
36225000,32
36240-048,32
36240081,32
36240-081,32
36242,32
36242-368,32
36246-042,32
36264000,32
36301374,96
36301-374,32
36302-164,32
36303-006,32
36305192,32
36305-314,32
36307173,32
36307334,32
36307-346,64
36307422,32
36307-438,32
36309-050,32
36309-116,32
36320000,64
36325-000,128
36345-000,32
36401018,32
36401117,32
36404-501,32
36405-063,32
36406-115,32
36407370,64
36420000,32
36420-000,32
36492344,96
36492-413,32
36500-000,32
36500-052,64
36500098,32
36504012,32
36504092,32
36506062,32
36507002,32
36507070,32
36507-180,128
36507330,32
36512000,32
36515000,32
36520000,32
36520-000,64
36525000,96
36555000,32
36555-000,96
36570-000,32
36570-081,32
36570-101,32
36570129,32
36570-172,96
36572174,32
36576-200,96
36576-354,32
36608000,32
36700260,32
36700-356,32
36700390,64
36730000,224
36730-000,160
36760000,160
36770053,32
36773254,64
36773-254,32
36780-000,32
36800000,32
36800-000,64
36815000,32
36828000,96
36830000,32
36830-000,64
36844-000,64
36880-000,32
36880075,32
36880-172,32
36880-203,64
36880-222,32
36881-028,32
36881-100,32
36883-048,32
36884084,32
36884112,32
36884-121,32
36887104,32
36889-005,32
36889028,32
36889-028,32
36893000,32
36900-082,32
36904-195,32
36909-800,64
36918000,32
36970-000,32
37002130,32
37002550,32
37010-540,32
37010640,32
37014160,96
37014390,32
37014400,32
37018620,32
37026280,32
37026710,32
37030-090,32
37030590,64
37030600,32
37031-229,32
37036685,32
37048240,64
37048-250,32
37062-340,32
37062650,32
37062-690,32
37062-739,32
37062864,32
37120000,128
37120-000,64
37130-000,32
37130009,32
37130-011,32
37130067,32
37130-113,32
37130-123,32
37130-774,32
37130828,32
37133526,32
37133770,64
37135180,32
37135254,32
37135298,32
37136024,32
37137004,32
37137030,32
37137280,32
37137666,32
37140000,64
37150000,64
37150-000,32
37160000,64
37165000,64
37170000,128
37170-000,32
37175000,64
37177000,32
37190000,320
37190-000,64
37200362,32
37203654,32
37206506,32
37206681,32
37209087,32
37218000,32
37235000,32
37250000,96
37260000,32
37264000,64
37267000,32
37270000,256
37270973,32
37273000,32
37400000,64
37400-000,32
37405000,32
37407000,32
37410125,32
37410141,64
37410220,32
37410-784,32
37412044,96
37414754,64
37415-774,32
37417264,64
37417-310,32
37440000,128
37440-000,96
37443000,32
37450-000,32
37469-000,32
37470000,224
37470-000,96
37476-000,32
37480000,32
37488-000,64
37490-000,64
37498000,32
37500-024,32
37500-034,32
37500-177,32
37500-182,32
37500-183,32
37500-198,32
37500-202,32
37500315,32
37500-351,32
37500434,32
37501168,32
37502-036,32
37502-086,32
37502-094,32
37502-138,64
37502-454,64
37504-098,32
37505048,32
37514000,32
37514-000,32
37517000,32
37517-000,32
37540-000,32
37545-000,32
37550-001,32
37550-019,32
37550-114,32
37550-118,32
37550-131,32
37551-331,32
37552502,32
37553-410,32
37553465,32
37553-502,32
37555-002,32
37555-268,32
37556-585,32
37557-094,32
37557-412,32
37557-519,64
37559526,32
37559703,64
37566-000,96
37567-000,32
37570000,64
37570-000,128
37588-000,32
37590000,64
37600000,96
37640000,32
37650000,64
37650-000,32
37680000,32
37701045,32
37701171,32
37701-189,32
37701317,64
37701-368,32
37701-425,32
37705-005,32
37706-042,32
37706-200,32
37750000,96
37750-000,32
37757000,32
37775-000,32
37780-000,32
37795-000,224
37800000,32
37810-000,32
37860000,32
37880000,32
37900013,32
37900-092,32
37900465,32
37902080,32
37902-378,32
37903-112,32
37904324,32
37910-000,32
37925-000,32
37930000,64
37940000,32
37948000,32
37950 000,32
37950000,192
37950-000,96
37973000,32
37980000,32
37980-000,96
37990000,96
38010-000,32
38010-040,64
38010-370,32
38015-000,192
38015360,64
38015-400,32
38015530,32
38017160,32
38017220,32
38017420,32
38020-320,32
38020530,96
38020580,32
38022000,32
38022-010,32
38022180,32
38022-180,32
38025250,64
38025-260,32
38026160,64
38026-260,64
38035-070,32
38035470,32
38038-104,32
38038258,32
38038-404,64
38040130,32
38040450,32
38040725,32
38042258,32
38045380,32
38045-560,32
38046-718,32
38050030,32
38050-450,32
38050-460,32
38051-514,32
38051600,32
38055000,32
38055-480,32
38055530,64
38056-683,64
38057010,64
38060-360,32
38060-380,32
38061-000,32
38061-050,32
38061080,64
38061540,32
38065-280,32
38066040,32
38066-420,64
38067-410,32
38067742,64
38067784,32
38070000,32
38070-696,64
38080450,32
38080-550,32
38081-420,96
38081505,32
38081539,96
38081793,32
38081-793,64
38082-040,32
38082-336,32
38108000,32
38120000,64
38120-000,32
38150-000,32
38175000,32
38180068,32
38181150,32
38182356,64
38182-804,32
38183012,64
38183-126,32
38183190,64
38183294,32
38183296,96
38183-970,32
38184052,96
38184114,32
38190000,96
38200-188,32
38200-212,32
38200-224,128
38202087,64
38202170,32
38204136,32
38206-070,32
38220-000,32
38230000,32
38250000,32
38280-000,160
38295000,32
38304-086,32
38305-186,64
38307268,32
38320-000,32
38390000,32
38400068,64
38400-204,32
38400-214,32
38400326,32
38400-440,32
38400452,64
38400-456,32
38400-458,32
38400-466,96
38400696,32
38400-755,32
38401-218,32
38401-223,32
38401240,32
38401-766,32
38402227,64
38402-229,32
38402318,32
38405072,32
38405-320,64
38408-046,64
38408-056,32
38408064,32
38408-090,32
38408-100,32
38408-108,32
38408-112,32
38408176,32
38408-260,32
38408-263,32
38408392,32
38408408,64
38408-408,64
38408-422,32
38408466,32
38408636,32
38409-037,32
38410-264,32
38410-538,64
38411046,32
38411-145,32
38411176,32
38411-178,32
38411-630,32
38412-144,32
38412639,32
38412-641,32
38412887,32
38414-123,32
38414-150,32
38421699,32
38425543,32
38440-014,32
38440042,32
38440-128,32
38440206,32
38440-238,32
38442010,32
38442024,32
38443020,32
38445-125,32
38445255,32
38446-069,32
38500000,64
38500-000,288
38600-186,32
38602146,32
38602222,32
38603256,32
38610009,32
38610-011,32
38610049,32
38612048,32
38612-058,32
38613042,32
38613044,32
38613242,32
38616568,32
38621266,64
38680000,64
38700-018,32
38700122,32
38700178,64
38701-334,32
38702334,32
38703030,32
38703236,32
38705115,96
38720-000,32
38735-000,32
38740-464,32
38740-510,32
38742-060,64
38742-296,32
38747-014,32
38747506,32
38750-000,96
38770000,96
38780000,64
38810000,32
38810-000,160
38840-000,64
38842004,32
38900000,32
38930-000,32
38950000,128
39100-000,64
39150-000,32
39155-000,32
39205000,96
39205-000,32
39210000,32
39230000,32
39270058,64
39270-070,32
39270-134,32
39272138,64
39280000,32
39300000,96
39300-000,64
39340-000,32
39390000,96
39400063,32
39400-125,64
39400139,64
39400226,32
39400238,32
39400344,32
39400424,32
39400487,64
39400619,64
39400648,32
39400-737,32
39400-746,64
39401047,32
39401050,64
39401068,32
39401070,32
39401077,32
39401096,32
39401135,32
39401155,32
39401266,32
39401290,32
39401298,32
39401309,64
39401325,32
39401-415,64
39401507,64
39401-650,32
39401-872,32
39402073,128
39402301,32
39402417,32
39402589,32
39402616,64
39402777,32
39403061,32
39403214,32
39403-219,32
39403226,32
39403-420,32
39403437,32
39404009,32
39404013,32
39404015,64
39404247,32
39404-290,32
39404534,32
39404-534,64
39407051,32
39407-482,32
39408231,32
39430000,32
39442003,32
39442144,64
39442210,32
39442246,32
39442-246,64
39442286,64
39445410,96
39478000,32
39500000,96
39508-000,32
39520000,64
39530000,32
39547000,64
39550000,32
39550-000,64
39560-000,32
39598000,32
39650-000,32
39660-000,32
39670000,32
39705000,32
39740000,64
39780000,32
39800-081,32
39800-370,32
39803-320,64
39810-000,32
39815-000,32
39820-000,32
39830000,64
39860-000,128
39868000,32
39915-000,96
39920000,64
39925-000,32
39935000,32
40020-835,32
40040-090,32
40050-300,32
40060001,32
40080-001,32
40080-004,64
40080-020,32
40080-136,32
40081305,32
40100-000,32
40100170,32
40110010,32
40110150,96
40140-020,32
40140-060,64
40140-100,32
40140-770,32
40150-080,32
40150120,64
40150-120,32
40150270,32
40150280,32
40150-280,32
40150350,64
40155-812,192
40170010,32
40170-010,64
40170050,32
40226605,32
40230377,32
40231-250,32
40231-305,32
40240350,32
40240550,32
40243865,32
40255020,32
40255280,32
40255-280,32
40270-200,32
40270-240,32
40276-140,32
40285001,64
40285-010,32
40285-840,32
40286100,32
40286350,32
40290-160,64
40290-490,64
40295-010,32
40295-050,32
40295140,32
40296-210,64
40300-465,32
40300570,32
40335-300,32
40340580,32
40415-270,32
40425-110,32
40425-170,32
40450420,32
40451260,32
40470380,32
40470-630,32
40484-705,32
40509,236
40711-040,64
40713295,64
40718120,32
40750-230,32
40800-570,32
41.339-100,32
41098-030,32
41100-000,32
41110-020,32
41120190,32
41150-000,32
41150-020,64
41181-900,64
41185-360,32
41215-270,32
41215-775,32
41220-790,64
41230150,32
41254-290,32
41300-140,32
41311262,32
41330-500,32
41341080,32
41483-020,64
41500-081,32
41502-385,32
41502-420,64
41510-315,32
41600-045,32
41600-100,32
41600-135,32
41600-270,32
41600-820,64
41603-280,32
41603-310,32
41610-035,32
41613-100,32
41613900,32
41620830,32
41630-050,32
41635-540,32
41650-010,64
41650470,32
41650-470,64
41651-005,32
41680048,32
41680113,32
41680-220,32
41701015,64
41705200,32
41705280,32
41706-670,32
41710020,32
41710-040,64
41710850,32
41720000,32
41720-040,32
41720400,32
41730-101,64
41740090,32
41740870,32
41740-870,32
41741-020,32
41741550,64
41745-033,32
41745-900,32
41750-000,32
41750-030,32
41750100,64
41760110,64
41760-110,32
41770-045,32
41770095,96
41770160,32
41770260,32
41770480,32
41770-800,32
41810-000,32
41810-011,32
41810-105,32
41810425,32
41810-740,32
41810-825,32
41815-010,32
41815190,32
41815270,32
41815290,32
41820021,32
41820-360,32
41820390,64
41820475,32
41825000,32
41830-180,32
41830270,64
41830290,32
41830-390,32
41830450,128
41830451,32
41830480,64
41830-580,32
41900-493,32
41940040,32
41940-210,32
41940-240,32
41940360,32
41940-360,32
41941-040,32
41950-210,32
41950-350,32
41950-495,64
42701400,32
42702-010,32
42703-740,32
42705-430,32
42709210,32
42709-420,32
42709-901,32
42710140,32
42710-170,128
42711820,32
42711-820,64
42712740,64
42712-750,32
42712-780,32
42712790,32
42712901,64
42800-051,32
42800-181,32
42803-337,32
42803-846,32
42804-497,64
42821666,32
42821798,32
42825-576,32
42825900,32
42825-900,96
42825901,32
42825-901,32
42826-048,32
42827-450,32
42850000,64
43700-000,64
43806000,32
43825141,64
43850-000,64
43900-000,64
44001068,96
44003090,32
44003-156,32
44007200,64
44007204,32
44020-422,32
44031-090,64
44033-055,32
44034-228,32
44050182,32
44050386,32
44052076,32
44053240,96
44054008,32
44054-249,32
44054560,64
44055-860,32
44059-230,32
44071010,32
44071270,32
44071776,32
44073-450,32
44075-045,32
44075-115,64
44075196,32
44075-485,96
44076390,32
44076642,32
44077-280,32
44077350,64
44085132,64
44085-370,64
44088-150,32
44088-186,32
44090-116,32
44090712,32
44091-388,32
44091396,64
44255000,160
44255-000,32
44300000,64
44340000,32
44380000,64
44380-000,32
44400-000,64
44434252,64
44460-000,32
44470000,32
44470-000,32
44550000,64
44580-000,32
44600000,96
44630000,32
44630-000,32
44695000,32
44700-000,32
44730000,32
44730-000,32
44790000,32
44900-000,32
44905-000,64
44940000,64
45000-000,32
45000-510,64
45000-630,64
45012-445,32
45020320,32
45020330,32
45026-110,32
